PIDN,Ca,P,pH,SOC,Sand
DDEftkx3,-0.949594140052795,-0.170242339372635,-0.781076908111572,-0.871124029159546,1.47441649436951
DEwCfeDW,-0.45925959944725,-0.212541610002518,-0.0385250896215439,0.507468461990356,0.36039611697197
DMkIV4oL,-0.584458947181702,-0.280876189470291,-0.515047550201416,-0.86351752281189,0.852819204330444
DnzGfbxS,-0.089486688375473,-0.326419860124588,-0.110132679343224,0.279632806777954,-1.20015931129456
DoZxo6f6,-0.444387048482895,-0.216220885515213,-0.267237186431885,-0.38491415977478,0.387357443571091
DvhBPGIk,-0.568256020545959,-0.300177603960037,-0.71342134475708,-0.589494466781616,-0.468250542879105
Dx7GoUcT,-0.73221743106842,-0.203058272600174,-0.49212121963501,-0.875060796737671,1.24561095237732
E5hIjohO,0.4047512114048,-0.273674041032791,0.360385417938232,1.11687684059143,-1.15009713172913
E6x4XGHt,-0.544801354408264,-0.219440966844559,-0.24533699452877,-0.584764242172241,0.1321961581707
EDEpAzh1,-0.623605370521545,-0.369289427995682,-0.82885217666626,-0.604095220565796,-1.42850708961487
ETGudkQt,-0.442308038473129,-0.208312064409256,-0.0930161327123642,-0.473045110702515,0.365102499723434
EUleKrLJ,1.52854001522064,-0.17755451798439,1.63882970809937,0.493896722793579,-0.455515176057816
Ehw2Jz6s,-0.435968011617661,-0.338549166917801,-0.522669315338135,-0.370979070663452,-0.626505136489868
EjqzC4zH,-0.48933944106102,-0.330488234758377,0.150567546486855,-0.626788854598999,0.0751664415001869
EkMZO3Qj,-0.442224115133286,-0.179168730974197,-0.48681116104126,-0.488418340682983,0.333928793668747
EnoNXWvU,0.0644973814487457,-0.247345477342606,0.973813533782959,-0.695319890975952,0.375692099332809
Epv8ANwr,-0.426953881978989,-0.193410903215408,-0.624941349029541,0.228538751602173,-0.417196542024612
Etro9j0B,-0.0437560975551605,-0.152301818132401,0.516107082366943,0.433670282363892,-0.0241072401404381
F3MIZj76,-0.275689691305161,-0.382416754961014,-1.12265825271606,0.468132257461548,-0.643963098526001
FB8tU00K,-0.668855309486389,-0.225758820772171,-1.12769937515259,0.667625665664673,-0.484514504671097
FLhxBGMK,-0.042886346578598,-0.345249205827713,0.334187984466553,-0.288955450057983,-0.685632944107056
FRreR8ka,-0.485246270895004,-0.318228453397751,-0.674143314361572,0.0696184560656548,0.217679709196091
FXne4oAV,0.213186651468277,-0.246409446001053,0.938794612884521,-0.448348760604858,-0.248964577913284
FaW764jk,-0.240185350179672,-0.207961589097977,0.436680316925049,-0.0798766687512398,0.364171713590622
FeAbMXly,-0.580041527748108,-0.310140639543533,-0.710848331451416,-0.661514043807983,0.770688772201538
FeudaFXn,1.5268462896347,-0.295535117387772,2.1043906211853,-0.490020513534546,-0.537744760513306
FldUmFeM,1.05509412288666,-0.268449813127518,1.56805562973022,-0.120593793690205,0.166829794645309
Fnv5tfAm,-1.32663881778717,-0.279556304216385,-0.934832096099854,-0.0498349741101265,0.084829069674015
FvrAd3Or,-0.125741571187973,-0.26558592915535,0.496209621429443,-0.714202642440796,0.498174399137497
G48zHffi,0.34629288315773,-0.195789366960526,1.16095113754272,-0.679752111434937,0.587194204330444
G76zCv5N,-0.579461693763733,-0.309272795915604,-0.601892948150635,-0.437759160995483,0.077138639986515
G7JGUdNf,0.117895513772964,-0.411327391862869,0.139318004250526,0.0135042611509562,-1.02072358131409
GCo6MONx,0.776129126548767,-0.136203795671463,1.12628698348999,0.120346300303936,-0.512186288833618
GE0vbpVQ,-0.300946801900864,-0.281064301729202,0.130158916115761,-0.738078832626343,-0.130731850862503
GN0DfOqt,-0.331572622060776,-0.184928923845291,-0.176238998770714,-0.568674325942993,0.457217425107956
GNsTAb1v,-0.473237603902817,-0.435358077287674,-0.605394840240479,-0.0494153574109077,-1.26899170875549
GPwmO21z,-0.55510675907135,-0.254868537187576,-0.677521228790283,-0.0566651895642281,-0.658973932266235
GQYpfLoh,0.538702368736267,-0.179125815629959,0.59308385848999,0.317596673965454,-0.652376413345337
GR9knT8n,-0.254216760396957,-0.314212828874588,-1.18636178970337,0.862377405166626,-0.806082010269165
GXtFFbZy,-0.18388232588768,-0.272733718156815,-0.298190593719482,0.174382448196411,-0.187186509370804
GYvzvvFD,-0.915725350379944,-0.228511363267899,-0.735353946685791,0.0627920553088188,0.381040304899216
GemPjTJ9,-0.592992424964905,-0.233681708574295,-0.66625452041626,0.231746912002563,0.00335858017206192
GkLYRm1K,1.73947751522064,-0.322244673967361,2.3589072227478,-0.165847539901733,-0.752405405044556
GmlqP8eI,-0.61319887638092,-0.372913390398026,-1.17448663711548,-1.1918637752533,-0.675272226333618
GqkIrOvf,-0.846946835517883,-0.188045531511307,-0.391007423400879,0.630568265914917,-0.105230115354061
H0fsegPi,-0.582788109779358,-0.261631518602371,-0.609644412994385,-0.546920537948608,0.232167929410934
H4dHpJjU,1.47946774959564,-0.192205458879471,1.7350058555603,0.608566522598267,-0.732218027114868
H5QwJCuU,1.48739469051361,-0.213551551103592,2.27727270126343,0.575248956680298,-0.000200532376766205
H5uwmSZ0,-0.371034234762192,-0.234077483415604,-0.646872043609619,-0.602760076522827,0.277501791715622
H8MtbVoL,-0.136514276266098,-0.391960173845291,0.0113120228052139,-0.190307378768921,-0.578012704849243
H9JrUYnp,-0.458657830953598,-0.249043017625809,-0.58996057510376,0.308380365371704,0.275731772184372
HHYmmHVk,-0.554589867591858,-0.292772322893143,-0.537760257720947,-1.02854895591736,1.19910216331482
HJ5U4uqL,-0.605554223060608,-0.353872328996658,-1.25606775283813,-0.0739972665905952,-0.648313760757446
HNQxYc4w,-0.372670263051987,-0.335303336381912,-0.40898323059082,-0.73276162147522,-0.145786076784134
HQYhKHZ8,-0.642961144447327,-0.25750544667244,-0.894205570220947,-0.63973593711853,-0.558096170425415
HSCMx0MC,-0.406472772359848,-0.215021163225174,-0.292879581451416,-0.555694341659546,1.08791136741638
HXYuE0fx,1.84685361385345,-0.266868621110916,1.88962316513062,0.493377923965454,-0.925607919692993
HdKcxEWr,0.00950852036476135,-0.125427275896072,0.418579578399658,0.283191919326782,0.0562407746911049
HecW1iCC,-0.634667992591858,-0.39898493885994,-0.999109745025635,-0.497848272323608,-1.45274567604065
HpbKB8rv,-0.480844110250473,-0.384326964616776,-1.47367334365845,1.26498436927795,-1.34185242652893
HrkoYjCg,0.0458110868930817,-0.219281941652298,-0.54008150100708,1.22907471656799,-0.831287622451782
I5P2uquT,-0.447358697652817,-0.295129805803299,-0.12744377553463,-0.497443914413452,-0.510942697525024
I94qkDM7,-0.601693749427795,-0.251082301139832,-0.699251651763916,0.0160067025572062,0.400380820035934
I9sQbtt8,-0.326013177633286,-0.240489989519119,-1.19607019424438,1.54408288002014,-1.21518921852112
IFxgw6ZX,-0.482316583395004,-0.283305794000626,-0.743174076080322,-0.446914434432983,-0.720224618911743
IPPPSyoU,-0.772992730140686,-0.359008818864822,-1.17854166030884,0.25595498085022,-0.566511392593384
IQOYQubU,1.22647702693939,-0.238281279802322,1.3504843711853,0.155990839004517,-0.623529672622681
IYNE2SxU,-1.13436281681061,-0.333496123552322,-0.853785037994385,-0.392822027206421,-0.645069360733032
IZRFk9kN,-0.358937829732895,-0.147619277238846,-0.0135254710912704,-0.300601720809937,-0.231722146272659
Iaq3v0t3,1.14349591732025,-0.241802006959915,2.0787787437439,-0.456035375595093,-0.0188276991248131
IbVwu1t6,-0.484899133443832,-0.342524081468582,-1.1641583442688,0.0584223195910454,-0.653520822525024
IcHKTLyo,0.0882247984409332,-0.316467314958572,-0.0117821544408798,0.249244928359985,-0.757814645767212
IpW80wVB,-0.320372194051743,-0.325121432542801,-0.801058292388916,-0.0622203424572945,-0.481990128755569
Itb0PYUV,1.38970029354095,-0.172452956438065,1.56726598739624,0.723633050918579,-0.712778329849243
J8fpSwS0,-0.350915521383286,-0.105369597673416,0.501676082611084,-0.951278448104858,1.18438124656677
JE1SlbD0,0.343641668558121,-0.164055854082108,0.694821834564209,1.38867974281311,-0.757959604263306
JEB4McNb,0.922537207603455,-0.227439910173416,1.23155736923218,-0.348327398300171,-1.03241181373596
JEE4QVeQ,-0.112062066793442,-0.430725127458572,-0.274996280670166,-0.478828191757202,-0.781843423843384
JJSEU2VQ,-0.744950890541077,-0.125865966081619,-0.462038516998291,-0.586631536483765,1.14212584495544
JSsVriP2,0.0288223326206207,-0.318804770708084,0.515347957611084,-0.799537420272827,0.283292502164841
JUvQNiOK,0.159780889749527,-0.18639862537384,0.466477870941162,-0.330291509628296,-0.297663003206253
JZbrRtm2,0.287527471780777,-0.2905493080616,1.00146245956421,-0.701766729354858,0.162320822477341
JcE9G92B,-0.0658584535121918,-0.126419097185135,-0.320925235748291,0.597694635391235,-0.685533761978149
JnNYpXHr,0.340536504983902,-0.0529680550098419,0.697537899017334,1.25115990638733,-0.238397866487503
JzpbnOtz,-0.431626886129379,-0.0867739021778107,0.344411373138428,-0.509055852890015,0.834668874740601
JzzUhPQp,1.74518430233002,-0.282245665788651,2.39909887313843,0.090561144053936,-0.863428354263306
K05R8dQK,-0.188291162252426,-0.213681489229202,-0.782652378082275,0.809345483779907,-0.767374277114868
K17pG2mG,-0.00640258193016052,-0.286146193742752,0.616597652435303,-0.770065069198608,0.488179892301559
K8BellUe,-0.134210199117661,-0.417484313249588,-0.0819191783666611,-0.046859510242939,-1.3397696018219
KJ2eH6rr,0.068167120218277,-0.384082823991776,0.371617794036865,0.231323480606079,-1.11292481422424
KJEJ6Glk,0.398977667093277,-0.245990782976151,0.681478023529053,1.12493920326233,-0.806223154067993
KSbO0oXS,0.780519843101501,-0.119827300310135,0.763505458831787,1.73039650917053,-0.787187814712524
KXtvmd01,-0.452188104391098,-0.243141204118729,-0.381388187408447,-0.649291753768921,0.652417898178101
KYiJqBuJ,-0.0284324586391449,-0.37199404835701,0.436501979827881,-0.714877843856812,-0.685362100601196
KmbAyTcE,-0.323369592428207,-0.216350585222244,-0.150808796286583,-0.288989782333374,-0.18219593167305
KnNyl3rV,0.102716833353043,-0.201868325471878,0.444261074066162,-0.621318578720093,0.0800568833947182
Kp2DG8TZ,-0.356747955083847,-0.234424144029617,0.26379132270813,-0.679978370666504,0.130711525678635
KqQtKWs5,-0.449761956930161,-0.436254531145096,-0.265451908111572,-0.479354619979858,0.304174154996872
Ku27g63R,1.80718457698822,-0.291128188371658,2.50385427474976,0.768337488174438,-0.53151535987854
L2aTVqDq,-0.373376458883286,-0.276382476091385,-1.14673852920532,0.858734369277954,-0.960565805435181
L5jvq6G4,-0.355523675680161,-0.450378447771072,-0.292261600494385,-0.334884405136108,0.313588827848434
L91hYVQl,-0.482820123434067,-0.565732002258301,-0.388399600982666,-0.788337469100952,-0.150972634553909
LINAMlbA,-0.690736413002014,-0.0855465233325958,-0.54288911819458,0.57410454750061,0.439929693937302
LJoUNXSx,-0.562253594398499,-0.385528594255447,-1.5253643989563,0.157665491104126,-0.805948495864868
LLtSiyWD,-0.633027672767639,-0.395427256822586,-0.693295001983643,-0.84484076499939,0.0111844316124916
LQJtV8kn,-0.00324401259422302,-0.32963564991951,0.364984035491943,-0.262847661972046,-0.769113779067993
LW9uddw7,-0.372384637594223,-0.296661406755447,-1.11078882217407,0.920257806777954,-1.41169190406799
LZ6sdBTR,0.698912024497986,-0.181283980607986,1.55100774765015,0.0250780526548624,-0.287287026643753
La2Vhnne,0.2100490629673,-0.165502578020096,0.117093577980995,1.36687684059143,-0.437055855989456
LaUWSq9B,-0.0407348573207855,-0.362064391374588,0.312131404876709,0.181595087051392,-1.17536377906799
Lk4SfkPQ,-0.490197747945786,-0.273157149553299,-0.868555545806885,0.159469842910767,-1.34708619117737
LllC836d,-0.347472757101059,-0.217490583658218,-0.670975208282471,0.284155130386353,-0.232731133699417
